project_id,project_name,agency,state,prediction_month,evaluation_month,last_observed_month,original_completion_date,last_known_physical_progress,last_known_revised_completion_date,whether_in_completed_projects,whether_reappears_in_later_reports,suspected_exit_reason,confidence_or_evidence,final_resolution_status
N24000858,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO 4-2017 7/2023,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2023-07,98.9,2024-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000880,UPGRADATION OF NH-81 WITH A MINIMUM OF 2-LANE WITH PAVED SHOULDER CONFIGURATION STARTING FROM KM 19. 2-2018 9/2020,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-09,100.0,2025-02,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000907,WIDENING AND PAVED SHOULDER OF TOHANA (IN HARYANA) PUNJAB/HARYANA BORDER TO MOONAK-JAKHAL-BUDHLADA 3-2018 8/2020,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-08,99.75,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000909,JALANDHAR-HOSHIARPUR SECTION OF NH- 70 [NEW NH NO. 3] FROM EXISTING KM 11.400 TO KM 49.200 10-2017 10/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-10,44.0,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000910,REHABILITATION AND UP GRADATION TO 2 LANE WITH PAVED SHOULDER OF NH-703A FROM MAKHU (DESIGN CH 0 000 3-2018 11/2020,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-11,79.0,2026-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000912,WIDENING TO 2LPS FROM 0/0 TO 119/0 OF NH-157 IN THE STATE OF ODISHA. 8-2016 2/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-02,98.66,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000914,WIDENING TO 2LPS FROM 239/9 TO 294/3 OF NH-57 (NAYAGARH TO KHURDA) IN THE STATE OF ODISHA 12-2016 8/2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2018-08,92.0,2025-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000917,WIDENING TO 2LPS FROM 269/30 TO 328/20 OF NH-49 IN THE STATE OF ODISHA 3-2018 8/2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2018-08,100.0,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000925,CONSTRUCTION OF MISSING LINKS (SINGLE LANE) IN LAKHPAT GADULI HAJIPIR ODMA KHAVDA DHOLAVIRA MAUVANA 10-2018 11/2020,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-11,87.0,2024-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000931,REHABILITATION AND UPGRADATION OF EXISTING NH-167 FROM KM 14.900 TO KM 70.00 (DESIGN CH.14.900 TO 69 11-2016 5/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-05,90.0,2024-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000980,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 182.120 TO KM 227.600 OF NH-167 ON 10-2016 2/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-02,98.0,2019-02,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000982,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 40/410 TO KM 84/037OF THIRUMALAGIRI TO SURYAPET SE 1-2017 5/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-05,100.0,2019-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000984,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 15.525 TO KM 62.880 OF JADCHERLA-KALWAKURTHY SECTI 1-2017 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-12,100.0,2019-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000986,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 67.00 TO 114.425 OF KALWAKURTHY-MALLEPALLY SECTION 1-2017 5/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-05,96.05,2019-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000990,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.113.900 TO 154.479 (MALLEPALLY - HALIYA SECT 2-2018 11/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-11,87.44,2019-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000993,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.187.723 TO 234.434 (MIRYALAGUDA TO KODAD SEC 3-2018 9/2020,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2020-09,98.09,2020-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24000998,WIDENING AND STRENGTHENING/ RECONSTRUCTION OF EXISTING PAVEMENT TO FOUR ALNE WITH PAVED SHOULDERS FR 1-2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,,95.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001013,DIGRAS DARWAH KARANJA 1-2017 6/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-06,92.76,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001017,DAHEGAON TO KUHI 1-2017 6/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-06,99.0,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001022,WADI TO ASOLA 1-2017 9/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-09,93.15,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001050,VITA TO NAGAJ 3-2018 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-12,68.39,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001058,KARWANDI TO RAJURI 3-2018 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-12,92.06,2024-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001069,NANDED TO JALKOT 12-2017 9/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-09,95.0,2019-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001092,SATARA TO MHASWAD 1-2017 7/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-07,,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001099,MHASWAD TO TEMBHURNI 1-2017 7/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-07,76.5,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001114,INDAPUR TO VADPALE 1-2017 12/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-12,61.42,2024-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001124,AURANGABAD TO SILLOD 2-2017 6/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-06,94.07,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001125,SILLOD TO FARDAPUR 2-2017 6/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-06,91.56,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001130,RECONSTRUCTION WITH GEOMETRIC IMPROVMENT OF EXISTING INTERMEDIATE LANE TO 2 LANE WITH PAVED SHOULDER 8-2016 12/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-12,100.0,2017-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001156,WIDENING TO TWO LANE WITH PAVED SHOULDER FROM KM 544.200 TO KM 594.000 OF NH-150A HOSMANE CROSS ? PA 1-2017 9/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-09,100.0,2023-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001157,IMPROVEMENTS AND RECONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS FROM KM 243.20 TO KM 290.20 OF NH 8-2016 2/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-02,90.01,2024-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001158,RECONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS FROM DS. CH. 442+180 (EX. KM 448.00) TO DS. CH.485+2 3-2018 6/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-06,100.0,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001159,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 20.150 TO KM 40.00 OF BC ROAD KOTTIGEHARA SECTION 1-2018 7/2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2018-07,100.0,2022-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001160,WIDENING TO TWO LANE WITH PAVED SHOULDER FROM KM 194.900 TO KM 243.200 OF NH-234 BANAVARA-HULIYAR 9-2017 10/2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2018-10,100.0,2022-04,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001161,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM 24.600 TO 70.063 OF MUDIGERE TO KADUR SECTION OF NH- 12-2017 1/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-01,100.0,2022-04,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001162,IMPROVEMENT AND RECONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS FROM KM 489.845 (NEW KM.58.125) AN 3-2018 10/2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2018-10,100.0,2022-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001164,WIDENING TO 2 LANE WITH PAVED SHOULDERS FROM KM 0 TO 54 OF NH-50 UNDER EPC MODE IN THE STATE OF KARN 10-2016 3/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-03,100.0,2022-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001165,WIDENING TO 2 LANE WITH PAVED SHOULDERS FROM KM 34.00 TO 70.900 OF NH-150 UNDER EPC MODE IN THE STAT 11-2016 3/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-03,100.0,2021-10,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001166,WIDENING TWO LANE WITH PAVED SHOULDERS FROM FROM KM.56.00 TO 106.00 OF NH-218 (218-KNT-2014-15-775) 3-2015 1/2016,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2016-01,98.0,2024-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001168,ESTIMATE FOR WIDENING TWO LANE TO FOUR LANE FROM FROM KM.129.00 TO 144.00 OF NH-63 ANKOLA-GOOTY SECT 5-2018 5/2018,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2018-05,100.0,2023-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001172,WIDENING TO TWO LANE WITH PAVED SHOULDER FROM KM 4.40 TO KM 56.00 OF NH-218 BIJAPURA-HUBLI SECTION U 1-2017 8/2017,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2017-08,100.0,2022-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001173,CONSTRUCTION OF MAJOR BRIDGE AT KM 180.865 ACROSS RIVER KRISHNA ON NH- 167 HAGARI ? JADERCELA SECTION 2-2017 5/2019,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2019-05,60.0,2025-10,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001216,WIDENING TO 2 LANE WITH PAVED SHOULDERS AND GEOMETRIC IMPROVEMENT OF NH-114A FROM KM 141 TO KM 184 I 12-2016 9/2021,MoRTH,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2021-09,90.1,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001217,REHABILITATION AND UPGRADATION OF NH 43 KANKER TO BEDMA SECTION KM. 130 TO 180 1-2016 8/2016,MoRTH,385.27 60.00 ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2016-08,,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001221,REHABILITATION AND UPGRADATION OF NH 78 FROM KM 373.505 TO 469.300 AMBIKAPUR TO PATHALGAON SECTION 1-2016 10/2016,MoRTH,385.27 60.00 ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2016-10,100.0,2025-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001222,REHABILITATION AND UPGRADATION OF NH 78 FROM KM 469.000 TO 531.000 PATTHALGAON TO KUNKURI 3-2016 7/2016,MoRTH,385.27 60.00 ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2016-07,70.0,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001244,CONSTRUCTION OF 2-LANING WITH HARD SHOULDERS OF ARROWA-KHUPA- HAYULIANG SECTION OF NH-113 FROM CH.68. 8-2020 4/2022,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2022-04,81.06,2025-02,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001271,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 2B) 6-2020 8/2022,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2022-08,77.36,2025-10,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001272,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 4A) 3-2020 6/2022,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2022-06,69.89,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001273,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 4B) 7-2020 8/2022,NHIDCL,ROAD TRANSPORT AND HIGHWAYS,2025-05,2025-08,2025-05,2022-08,80.53,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001303,BALANCE WORK OF 4- LANING OF PATNA- GAYA-DOBHI SECTION (KM. 0.00 TO KM. 127.217) OF NH-83 IN THE STAT 10-2013 12/2020,NHAI,HIGHWAYS,2025-05,2025-08,2025-05,2020-12,98.3,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001309,"KAILASHAHAR TO KHOWAI PKG-4 Total 206,832.53",NHIDCL,TRIPURA,2025-05,2025-08,2025-05,2022-06,100.0,2024-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001317,2-LANING FROM JOLAIBARI - BELONIA,NHIDCL,TRIPURA,2025-05,2025-08,2025-05,2022-01,100.0,2025-04,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001322,CONSTRUCTION OF 2-LANE ROAD WITH PAVED SHOULDER (GREENFIELD ALIGNMENT) OF EXISTING STRETCH BETWEEN L,NHIDCL,TRIPURA,2025-05,2025-08,2025-05,2022-05,51.19,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001325,CONSTRUCTION OF 2-LANE SPECIFICATION ROAD WITH PAVED SHOULDER AS REALIGNMENT,GREENFIELD ALIGNMENT,TRIPURA,2025-05,2025-08,2025-05,2023-05,47.57,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
